Date,Low,Open,Volume,High,Close,Adjusted Close
15-08-1997,0.096874997,0.106771,31944000,0.107813001,0.105728999,0.105728999
18-08-1997,0.098438002,0.102604002,35688000,0.102604002,0.102082998,0.102082998
19-08-1997,0.102604002,0.104688004,20064000,0.110417001,0.108332999,0.108332999
20-08-1997,0.103646003,0.109375,19992000,0.109375,0.108332999,0.108332999
21-08-1997,0.103646003,0.106771,12480000,0.108594,0.105728999,0.105728999
22-08-1997,0.104688004,0.105208002,14256000,0.106250003,0.106250003,0.106250003
25-08-1997,0.105208002,0.105208002,22536000,0.113021001,0.110937998,0.110937998
26-08-1997,0.111458004,0.111979,51480000,0.117707998,0.117187999,0.117187999
27-08-1997,0.112499997,0.115364999,27840000,0.116145998,0.115884997,0.115884997
28-08-1997,0.114063002,0.115103997,22944000,0.119791999,0.118749999,0.118749999
29-08-1997,0.116145998,0.118229002,14448000,0.118749999,0.116926998,0.116926998
2/9/1997,0.116667002,0.117187999,14640000,0.118749999,0.117707998,0.117707998
3/9/1997,0.115625001,0.117187999,39288000,0.120833002,0.116667002,0.116667002
4/9/1997,0.117187999,0.118229002,66960000,0.127603993,0.127603993,0.127603993
5/9/1997,0.122916996,0.129167005,38160000,0.133332998,0.125,0.125
8/9/1997,0.125,0.126562998,112968000,0.151041999,0.150000006,0.150000006
9/9/1997,0.151301995,0.157031,179424000,0.169271007,0.161979005,0.161979005
10/9/1997,0.15625,0.165625006,77328000,0.166406006,0.165104002,0.165104002
11/9/1997,0.152082995,0.166666999,85248000,0.166666999,0.157812998,0.157812998
12/9/1997,0.157812998,0.159374997,66672000,0.184896007,0.184375003,0.184375003
15-09-1997,0.152603999,0.183332995,111672000,0.183853999,0.154688001,0.154688001
16-09-1997,0.155990005,0.15625,128640000,0.177083001,0.167707995,0.167707995
17-09-1997,0.166666999,0.172916993,52152000,0.174999997,0.170313001,0.170313001
18-09-1997,0.164063007,0.171875,42576000,0.173437998,0.164582998,0.164582998
19-09-1997,0.168750003,0.169009998,178584000,0.204166993,0.197395995,0.197395995
22-09-1997,0.197395995,0.200000003,338760000,0.233853996,0.224999994,0.224999994
23-09-1997,0.219791993,0.224479005,153648000,0.232291996,0.231250003,0.231250003
24-09-1997,0.214582995,0.232291996,164016000,0.240624994,0.21875,0.21875
25-09-1997,0.202603996,0.217188001,99360000,0.217708007,0.203906,0.203906
26-09-1997,0.202603996,0.203646004,54624000,0.213020995,0.208333001,0.208333001
29-09-1997,0.197916999,0.207292005,47424000,0.209374994,0.202083007,0.202083007
30-09-1997,0.190103993,0.200000003,105096000,0.217447996,0.216927007,0.216927007
1/10/1997,0.196875006,0.221874997,99984000,0.224999994,0.201041996,0.201041996
2/10/1997,0.199478999,0.202083007,37536000,0.208854005,0.200521007,0.200521007
3/10/1997,0.198957995,0.204166993,23280000,0.206249997,0.200781003,0.200781003
6/10/1997,0.197135001,0.200000003,40560000,0.206249997,0.206249997,0.206249997
7/10/1997,0.202083007,0.204166993,34848000,0.209374994,0.202865005,0.202865005
8/10/1997,0.199219003,0.207292005,56136000,0.208333001,0.200259998,0.200259998
9/10/1997,0.186978996,0.200000003,79008000,0.201041996,0.1875,0.1875
10/10/1997,0.183332995,0.186458007,75744000,0.203125,0.195051998,0.195051998
13-10-1997,0.196354002,0.196354002,16296000,0.202083007,0.200000003,0.200000003
14-10-1997,0.191667005,0.203125,30936000,0.205208004,0.198957995,0.198957995
15-10-1997,0.188541993,0.198438004,47112000,0.198438004,0.196094006,0.196094006
16-10-1997,0.180207998,0.198957995,69624000,0.198957995,0.181250006,0.181250006
17-10-1997,0.176042005,0.180729002,50688000,0.182813004,0.181250006,0.181250006
20-10-1997,0.183332995,0.183853999,98256000,0.193749994,0.191146001,0.191146001
21-10-1997,0.192708001,0.197916999,241920000,0.221874997,0.221353993,0.221353993
22-10-1997,0.21875,0.220833004,104160000,0.230989993,0.226042002,0.226042002
23-10-1997,0.209374994,0.211457998,113136000,0.228125006,0.224999994,0.224999994
24-10-1997,0.227082998,0.237499997,189840000,0.253125012,0.251302004,0.251302004
27-10-1997,0.211457998,0.240104005,121824000,0.250521004,0.213541999,0.213541999
28-10-1997,0.193749994,0.195832998,234384000,0.25,0.247396007,0.247396007
29-10-1997,0.25,0.257292002,142536000,0.275000006,0.269531012,0.269531012
30-10-1997,0.252083004,0.260417014,95400000,0.267708004,0.256249994,0.256249994
31-10-1997,0.248438001,0.268229008,100536000,0.272917002,0.254166991,0.254166991
3/11/1997,0.247396007,0.260937989,39984000,0.260937989,0.253645986,0.253645986
4/11/1997,0.241145998,0.25,47304000,0.252604008,0.247916996,0.247916996
5/11/1997,0.243750006,0.248958007,61872000,0.255989999,0.243750006,0.243750006
6/11/1997,0.231771007,0.245832995,58272000,0.245832995,0.233072996,0.233072996
7/11/1997,0.219271004,0.220833004,52536000,0.232031003,0.223958001,0.223958001
10/11/1997,0.210417002,0.224999994,55296000,0.228125006,0.210417002,0.210417002
11/11/1997,0.195832998,0.212239996,86256000,0.215625003,0.197395995,0.197395995
12/11/1997,0.183332995,0.188802004,173664000,0.209374994,0.188541993,0.188541993
13-11-1997,0.188541993,0.197395995,85800000,0.198438004,0.192968994,0.192968994
14-11-1997,0.189062998,0.196875006,117384000,0.210417002,0.208333001,0.208333001
17-11-1997,0.210938007,0.211457998,147888000,0.227082998,0.21875,0.21875
18-11-1997,0.217188001,0.21875,37320000,0.223958001,0.220833004,0.220833004
19-11-1997,0.215625003,0.220312998,50688000,0.226042002,0.225520998,0.225520998
20-11-1997,0.225520998,0.228645995,118464000,0.230207995,0.229166999,0.229166999
21-11-1997,0.224479005,0.227604002,52056000,0.229166999,0.224479005,0.224479005
24-11-1997,0.211457998,0.21875,40392000,0.220833004,0.211457998,0.211457998
25-11-1997,0.202083007,0.211979002,66096000,0.216666996,0.210155994,0.210155994
26-11-1997,0.211979002,0.211979002,32616000,0.220572993,0.213020995,0.213020995
28-11-1997,0.205728993,0.213541999,32064000,0.216666996,0.206249997,0.206249997
1/12/1997,0.206771001,0.211979002,47664000,0.21875,0.213541999,0.213541999
2/12/1997,0.208854005,0.213020995,25248000,0.215103999,0.211719006,0.211719006
3/12/1997,0.209374994,0.209895998,25800000,0.21875,0.218228996,0.218228996
4/12/1997,0.219271004,0.220052004,60768000,0.227604002,0.224999994,0.224999994
5/12/1997,0.217708007,0.221874997,53232000,0.229688004,0.229688004,0.229688004
8/12/1997,0.226042002,0.227082998,95328000,0.238542005,0.235416993,0.235416993
9/12/1997,0.230207995,0.233333007,26640000,0.238542005,0.234375,0.234375
10/12/1997,0.219791993,0.229166999,28896000,0.231250003,0.225520998,0.225520998
11/12/1997,0.219791993,0.219791993,100296000,0.241667002,0.234375,0.234375
12/12/1997,0.220312998,0.232291996,53448000,0.240104005,0.227082998,0.227082998
15-12-1997,0.220312998,0.229166999,33888000,0.233333007,0.229166999,0.229166999
16-12-1997,0.222917005,0.232291996,33744000,0.232291996,0.222917005,0.222917005
17-12-1997,0.212760001,0.21875,122808000,0.222917005,0.219531,0.219531
18-12-1997,0.211457998,0.217708007,64080000,0.221353993,0.214582995,0.214582995
19-12-1997,0.208333001,0.211457998,95064000,0.226042002,0.224999994,0.224999994
22-12-1997,0.221615002,0.224999994,87048000,0.239062995,0.234896004,0.234896004
23-12-1997,0.231250003,0.234375,23544000,0.236978993,0.231250003,0.231250003
24-12-1997,0.223437995,0.231250003,46728000,0.235416993,0.230207995,0.230207995
26-12-1997,0.224479005,0.228125006,9744000,0.232291996,0.226042002,0.226042002
29-12-1997,0.226563007,0.229166999,51048000,0.239062995,0.237499997,0.237499997
30-12-1997,0.239062995,0.241667002,125712000,0.245313004,0.242448002,0.242448002
31-12-1997,0.242188007,0.243750006,88920000,0.252083004,0.251042008,0.251042008
2/1/1998,0.239843994,0.25,33216000,0.25,0.247916996,0.247916996
5/1/1998,0.235416993,0.244270995,71808000,0.246875003,0.237499997,0.237499997
6/1/1998,0.233333007,0.234896004,83496000,0.243750006,0.241926998,0.241926998
7/1/1998,0.234634995,0.241667002,54504000,0.241667002,0.239062995,0.239062995
8/1/1998,0.226563007,0.234896004,120312000,0.235156,0.230728999,0.230728999
9/1/1998,0.211457998,0.233333007,132864000,0.233333007,0.213020995,0.213020995
12/1/1998,0.207292005,0.208333001,148032000,0.219271004,0.215103999,0.215103999
13-01-1998,0.216146007,0.217188001,146424000,0.233333007,0.232291996,0.232291996
14-01-1998,0.231250003,0.232813001,170112000,0.243750006,0.243750006,0.243750006
15-01-1998,0.239583001,0.239583001,120288000,0.250521004,0.247656003,0.247656003
16-01-1998,0.238542005,0.247916996,51264000,0.248958007,0.239583001,0.239583001
20-01-1998,0.240624994,0.241145998,109344000,0.250521004,0.247656003,0.247656003
21-01-1998,0.243750006,0.246875003,174768000,0.258332998,0.253645986,0.253645986
22-01-1998,0.251042008,0.253645986,189432000,0.263541996,0.256770998,0.256770998
23-01-1998,0.246875003,0.267188013,182376000,0.267188013,0.246875003,0.246875003
26-01-1998,0.236978993,0.248958007,94248000,0.249478996,0.240624994,0.240624994
27-01-1998,0.233333007,0.240885004,82080000,0.243229002,0.237499997,0.237499997
28-01-1998,0.231250003,0.237499997,105864000,0.241667002,0.238542005,0.238542005
29-01-1998,0.239062995,0.239583001,96720000,0.249478996,0.247916996,0.247916996
30-01-1998,0.244270995,0.25,74448000,0.253125012,0.245832995,0.245832995
2/2/1998,0.246875003,0.247396007,138264000,0.260417014,0.25989601,0.25989601
3/2/1998,0.254687995,0.259375006,88584000,0.262499988,0.257551998,0.257551998
4/2/1998,0.252604008,0.253125012,24696000,0.259375006,0.253125012,0.253125012
5/2/1998,0.243750006,0.25572899,116640000,0.25572899,0.246875003,0.246875003
6/2/1998,0.243750006,0.246353999,42456000,0.251042008,0.245313004,0.245313004
9/2/1998,0.238542005,0.245832995,52536000,0.247916996,0.242707998,0.242707998
10/2/1998,0.241667002,0.243750006,245928000,0.265884995,0.265103996,0.265103996
11/2/1998,0.264063001,0.264582992,129480000,0.273176998,0.264582992,0.264582992
12/2/1998,0.259375006,0.263541996,60720000,0.265103996,0.263020992,0.263020992
13-02-1998,0.257292002,0.262499988,168408000,0.263541996,0.259375006,0.259375006
17-02-1998,0.253645986,0.260937989,47520000,0.260937989,0.257292002,0.257292002
18-02-1998,0.252604008,0.257292002,59424000,0.257292002,0.253645986,0.253645986
19-02-1998,0.254166991,0.255468994,88728000,0.264582992,0.261458009,0.261458009
20-02-1998,0.25572899,0.261458009,54072000,0.264582992,0.263541996,0.263541996
23-02-1998,0.260417014,0.264582992,79560000,0.270832986,0.270312995,0.270312995
24-02-1998,0.267708004,0.270832986,278904000,0.283854008,0.270312995,0.270312995
25-02-1998,0.263020992,0.273438007,134904000,0.277083009,0.274479002,0.274479002
26-02-1998,0.271874994,0.273176998,307464000,0.304167002,0.303124994,0.303124994
27-02-1998,0.299219012,0.301041991,494136000,0.331770986,0.320832998,0.320832998
2/3/1998,0.3125,0.316145986,219144000,0.321875006,0.317707986,0.317707986
3/3/1998,0.297917008,0.314583004,160320000,0.315625012,0.298958004,0.298958004
4/3/1998,0.291667014,0.300000012,146280000,0.309374988,0.30599001,0.30599001
5/3/1998,0.296875,0.298958004,240024000,0.325780988,0.3125,0.3125
6/3/1998,0.307292014,0.315104008,117744000,0.320832998,0.319792002,0.319792002
9/3/1998,0.319792002,0.320313007,461112000,0.357291996,0.347916991,0.347916991
10/3/1998,0.345313013,0.356249988,495000000,0.367707998,0.346289009,0.346289009
11/3/1998,0.326041996,0.341666996,246984000,0.34375,0.331770986,0.331770986
12/3/1998,0.321354002,0.328125,195984000,0.33802101,0.327082992,0.327082992
13-03-1998,0.323958009,0.331770986,130464000,0.336979002,0.327865005,0.327865005
16-03-1998,0.329167008,0.331510007,66240000,0.336457998,0.329167008,0.329167008
17-03-1998,0.324479014,0.332291991,62016000,0.334374994,0.332812995,0.332812995
18-03-1998,0.330208004,0.330208004,273192000,0.357291996,0.355468988,0.355468988
19-03-1998,0.348957986,0.355729014,242304000,0.364582986,0.349999994,0.349999994
20-03-1998,0.346354008,0.349999994,128256000,0.35364601,0.349999994,0.349999994
23-03-1998,0.344792008,0.348176986,60096000,0.353125006,0.349218994,0.349218994
24-03-1998,0.34375,0.34375,113616000,0.361458004,0.351042002,0.351042002
25-03-1998,0.337500006,0.354167014,225792000,0.357291996,0.340364993,0.340364993
26-03-1998,0.331250012,0.340624988,157560000,0.348957986,0.344792008,0.344792008
27-03-1998,0.344792008,0.351042002,152928000,0.363020986,0.354167014,0.354167014
30-03-1998,0.354687989,0.357813001,110016000,0.364582986,0.357813001,0.357813001
31-03-1998,0.348957986,0.355729014,131304000,0.360417008,0.356379986,0.356379986
1/4/1998,0.350129992,0.355208009,289032000,0.376563013,0.375521004,0.375521004
2/4/1998,0.373957992,0.379687995,332856000,0.403124988,0.396093994,0.396093994
3/4/1998,0.384375006,0.401042014,233880000,0.401562989,0.387499988,0.387499988
6/4/1998,0.367707998,0.392708004,220488000,0.394791991,0.36927101,0.36927101
7/4/1998,0.353125006,0.362500012,232680000,0.363541991,0.358332992,0.358332992
8/4/1998,0.356249988,0.359896004,226296000,0.373957992,0.36927101,0.36927101
9/4/1998,0.381770998,0.38489601,320688000,0.400000006,0.396874994,0.396874994
13-04-1998,0.383332998,0.395312995,219600000,0.401042014,0.392969012,0.392969012
14-04-1998,0.388541996,0.391146004,326472000,0.41614601,0.404947996,0.404947996
15-04-1998,0.393750012,0.408333004,223848000,0.416667014,0.40052101,0.40052101
16-04-1998,0.388280988,0.40052101,324888000,0.413801998,0.410416991,0.410416991
17-04-1998,0.393750012,0.399219006,140712000,0.405207992,0.395312995,0.395312995
20-04-1998,0.390625,0.397395998,179592000,0.414582998,0.392708004,0.392708004
21-04-1998,0.379687995,0.396874994,167088000,0.397395998,0.387760013,0.387760013
22-04-1998,0.362500012,0.388541996,226032000,0.390103996,0.363541991,0.363541991
23-04-1998,0.335417002,0.362500012,245064000,0.362500012,0.337500006,0.337500006
24-04-1998,0.339583009,0.341666996,335712000,0.365624994,0.35364601,0.35364601
27-04-1998,0.321354002,0.347395986,377712000,0.352604002,0.344792008,0.344792008
28-04-1998,0.371093988,0.386979014,1391880000,0.414582998,0.398438007,0.398438007
29-04-1998,0.390103996,0.405207992,633144000,0.410937995,0.397917002,0.397917002
30-04-1998,0.377083004,0.40625,449712000,0.408333004,0.382292002,0.382292002
1/5/1998,0.377083004,0.386458009,186144000,0.39635399,0.393750012,0.393750012
4/5/1998,0.389063001,0.395832986,154704000,0.399479002,0.396874994,0.396874994
5/5/1998,0.388020992,0.391667008,119976000,0.397917002,0.390495002,0.390495002
6/5/1998,0.375521004,0.391667008,148776000,0.391667008,0.376563013,0.376563013
7/5/1998,0.367707998,0.379166991,277752000,0.387499988,0.379166991,0.379166991
8/5/1998,0.372916996,0.380207986,95856000,0.386458009,0.38489601,0.38489601
11/5/1998,0.360417008,0.387239993,227448000,0.387499988,0.361979008,0.361979008
12/5/1998,0.360938013,0.365624994,232728000,0.383073002,0.38072899,0.38072899
13-05-1998,0.373957992,0.377083004,278880000,0.391667008,0.386979014,0.386979014
14-05-1998,0.379166991,0.383332998,172008000,0.394270986,0.38150999,0.38150999
15-05-1998,0.372916996,0.382813007,92568000,0.385417014,0.373438001,0.373438001
18-05-1998,0.361458004,0.375,132360000,0.377604008,0.366926998,0.366926998
19-05-1998,0.371874988,0.373438001,68472000,0.377604008,0.376563013,0.376563013
20-05-1998,0.367707998,0.376563013,80976000,0.381249994,0.36927101,0.36927101
21-05-1998,0.363801986,0.372916996,68064000,0.375,0.369792014,0.369792014
22-05-1998,0.356249988,0.368229002,117240000,0.36927101,0.358332992,0.358332992
26-05-1998,0.336979002,0.358594,217680000,0.361979008,0.341145992,0.341145992
27-05-1998,0.332291991,0.334895998,464688000,0.364062995,0.360938013,0.360938013
28-05-1998,0.355208009,0.363541991,188256000,0.365624994,0.358072996,0.358072996
29-05-1998,0.356249988,0.357813001,172824000,0.370833009,0.367188007,0.367188007
1/6/1998,0.347135007,0.366667002,160872000,0.368750006,0.356770992,0.356770992
2/6/1998,0.345833004,0.363541991,164028000,0.370833009,0.364062995,0.364062995
3/6/1998,0.349999994,0.373957992,131628000,0.377083004,0.352082998,0.352082998
4/6/1998,0.34375,0.357813001,99912000,0.366145998,0.365624994,0.365624994
5/6/1998,0.359375,0.364582986,68544000,0.369792014,0.368750006,0.368750006
8/6/1998,0.362500012,0.36510399,109260000,0.385937989,0.385417014,0.385417014
9/6/1998,0.385417014,0.386979014,388728000,0.432292014,0.427082986,0.427082986
10/6/1998,0.425000012,0.430207998,485700000,0.46875,0.451041996,0.451041996
11/6/1998,0.458332986,0.460417002,717024000,0.521875024,0.520833015,0.520833015
12/6/1998,0.485417008,0.529166996,433116000,0.529166996,0.508333027,0.508333027
15-06-1998,0.492707998,0.495833009,674028000,0.570833027,0.547917008,0.547917008
16-06-1998,0.554166973,0.556249976,783348000,0.614583015,0.61354202,0.61354202
17-06-1998,0.628125012,0.632291973,805308000,0.676563025,0.658333004,0.658333004
18-06-1998,0.59791702,0.675000012,632796000,0.6875,0.601041973,0.601041973
19-06-1998,0.56666702,0.592188001,733572000,0.635416985,0.631771028,0.631771028
22-06-1998,0.602083027,0.622916996,726360000,0.686457992,0.678125024,0.678125024
23-06-1998,0.670832992,0.675521016,749268000,0.772916973,0.772396028,0.772396028
24-06-1998,0.742708027,0.791666985,1174092000,0.83958298,0.831771016,0.831771016
25-06-1998,0.800000012,0.833333015,1089300000,0.872916996,0.825520992,0.825520992
26-06-1998,0.78125,0.8125,622992000,0.835416973,0.78541702,0.78541702
29-06-1998,0.789583027,0.789583027,490152000,0.830208004,0.822916985,0.822916985
30-06-1998,0.806249976,0.815104008,437544000,0.845833004,0.831250012,0.831250012
1/7/1998,0.83958298,0.848438025,565092000,0.954167008,0.951041996,0.951041996
2/7/1998,0.9375,0.96458298,1045596000,1.045832992,1.033332944,1.033332944
6/7/1998,1.045832992,1.061457992,937668000,1.172917008,1.162500024,1.162500024
7/7/1998,1.008332968,1.191666961,945036000,1.197916985,1.017707944,1.017707944
8/7/1998,0.853124976,0.932291985,1166232000,0.991666973,0.892708004,0.892708004
9/7/1998,0.875,0.921875,589860000,0.970833004,0.87916702,0.87916702
10/7/1998,0.817708015,0.858332992,499644000,0.882291973,0.829167008,0.829167008
13-07-1998,0.78541702,0.804166973,384960000,0.899999976,0.896875024,0.896875024
14-07-1998,0.891667008,0.904166996,507168000,0.96458298,0.958333015,0.958333015
15-07-1998,0.914583027,0.966666996,352200000,0.978124976,0.9375,0.9375
16-07-1998,0.904166996,0.945312977,279984000,0.958333015,0.944791973,0.944791973
17-07-1998,0.932291985,0.936457992,356520000,1.004166961,0.998438001,0.998438001
20-07-1998,0.997916996,1.009374976,718500000,1.167708039,1.145833015,1.145833015
21-07-1998,1.066666961,1.143749952,946560000,1.225000024,1.100520968,1.100520968
22-07-1998,1.087499976,1.116667032,559488000,1.165624976,1.116667032,1.116667032
23-07-1998,1.058333039,1.083333015,556212000,1.154167056,1.063542008,1.063542008
24-07-1998,0.975000024,1.077082992,579480000,1.095832944,1.035416961,1.035416961
27-07-1998,0.963541985,0.992708027,576612000,1.061457992,1.046354055,1.046354055
28-07-1998,0.983332992,1.03697896,414936000,1.049999952,0.991146028,0.991146028
29-07-1998,0.895833015,1.004166961,392892000,1.012500048,0.898437977,0.898437977
30-07-1998,0.87916702,0.931249976,635484000,0.958333015,0.947916985,0.947916985
31-07-1998,0.909375012,0.954167008,268812000,0.959375024,0.923958004,0.923958004
3/8/1998,0.893750012,0.914583027,258264000,0.929166973,0.90208298,0.90208298
4/8/1998,0.901041985,0.91770798,561300000,0.951041996,0.915624976,0.915624976
5/8/1998,0.833333015,0.940104008,461208000,0.942708015,0.88489598,0.88489598
6/8/1998,0.858853996,0.869791985,372072000,0.9375,0.912500024,0.912500024
7/8/1998,0.911458015,0.927083015,468660000,0.990625024,0.966666996,0.966666996
10/8/1998,0.958333015,0.975000024,370320000,1.015625,1.013542056,1.013542056
11/8/1998,0.960416973,0.962499976,563172000,1.057291985,1.033332944,1.033332944
12/8/1998,1.033854008,1.056249976,402816000,1.095832944,1.086457968,1.086457968
13-08-1998,1.058333039,1.088541985,492588000,1.125,1.0625,1.0625
14-08-1998,1.002082944,1.089063048,388200000,1.089583039,1.022917032,1.022917032
17-08-1998,0.987500012,1.006250024,292356000,1.026563048,0.997395992,0.997395992
18-08-1998,0.992708027,1.00989604,360012000,1.076042056,1.07239604,1.07239604
19-08-1998,1.058333039,1.09375,385632000,1.114583015,1.072916985,1.072916985
20-08-1998,1.045832992,1.052083015,317724000,1.081249952,1.076042056,1.076042056
21-08-1998,1.027083039,1.060417056,302724000,1.085677028,1.080729008,1.080729008
24-08-1998,1.084375024,1.085417032,278988000,1.125,1.122917056,1.122917056
25-08-1998,1.089583039,1.145313025,287028000,1.145833015,1.096874952,1.096874952
26-08-1998,1.05677104,1.081249952,327816000,1.085417032,1.060417056,1.060417056
27-08-1998,0.991666973,1.036458015,320544000,1.041666985,0.991666973,0.991666973
28-08-1998,0.860417008,0.997916996,780720000,1.007292032,0.88242197,0.88242197
31-08-1998,0.692708015,0.878646016,820008000,0.896875024,0.697916985,0.697916985
1/9/1998,0.541666985,0.634374976,1349016000,0.721875012,0.666275978,0.666275978
2/9/1998,0.68333298,0.692708015,946572000,0.800000012,0.732291996,0.732291996
3/9/1998,0.672917008,0.696874976,509424000,0.752083004,0.715624988,0.715624988
4/9/1998,0.68333298,0.722396016,356244000,0.75,0.71875,0.71875
8/9/1998,0.75,0.783333004,438732000,0.789583027,0.768750012,0.768750012
9/9/1998,0.694791973,0.74583298,357924000,0.76979202,0.704167008,0.704167008
10/9/1998,0.627083004,0.661458015,639396000,0.670832992,0.663541973,0.663541973
11/9/1998,0.612500012,0.653124988,472248000,0.673958004,0.633853972,0.633853972
14-09-1998,0.612500012,0.669791996,301200000,0.670832992,0.614063025,0.614063025
15-09-1998,0.586458027,0.590103984,344568000,0.622916996,0.608332992,0.608332992
16-09-1998,0.595833004,0.618749976,782376000,0.716145992,0.704167008,0.704167008
17-09-1998,0.637499988,0.670313001,849156000,0.695833027,0.641667008,0.641667008
18-09-1998,0.647396028,0.647916973,334848000,0.676563025,0.664062977,0.664062977
21-09-1998,0.633333027,0.633333027,475344000,0.723958015,0.712499976,0.712499976
22-09-1998,0.73020798,0.735417008,606108000,0.762499988,0.734896004,0.734896004
23-09-1998,0.75,0.756771028,911676000,0.87916702,0.876042008,0.876042008
